tweet_id,time,hashtags,type,faves,retweets,text,mentions
388451803123052545,1381449101,[],,689,328,"“@Nanda1336: Found dog on Sierra Bonita &amp; Sunset in LA. No collar, no chip (bandana from groomer). http://t.co/hzFeo8I6Aj” - Anyone?",[55324617]
